Sicaklik_C,Nem_Yuzde,Gas_CO2_ppm,Yangin_Durumu
27.98685661204493,52.40942038025313,475.9419892927402,0.0
25.446942795315262,60.275333123761044,433.2170314621492,0.0
28.59075415240277,33.81145940944687,355.3667332928157,0.0
32.0921194256321,49.50375389352457,291.77569000649834,0.0
25.063386501106656,39.79485944702539,412.8400982252231,0.0
25.063452172203277,41.10299692988243,385.41368468795747,0.0
32.316851262029566,40.26084860608905,430.5673898024959,0.0
29.069738916611634,38.08807384256147,407.16546215137726,0.0
24.12210245626019,45.388173023558615,444.4597443787402,0.0
28.17024017434386,38.3523990687117,301.8288309595489,0.0
24.14632922875015,47.16365460623871,468.56546590708933,0.0
24.137080985718974,44.5980951244069,367.783964422316,0.0
26.96784908626414,43.08841562506872,536.7734785362738,0.0
18.346879021368807,37.739490703667215,287.9730963719389,0.0
19.10032866994787,40.38582935545334,506.23674228487243,0.0
23.75084988303611,51.043129806606046,367.8119705116383,0.0
21.948675518662306,49.00733750099505,291.37237967469963,0.0
27.256989330381096,37.17955804161159,306.45027493511105,0.0
22.367903697915157,45.7946584434338,321.16874226251116,0.0
20.350785194658833,51.01109698697431,388.1749351761725,0.0
31.862595075686215,31.644757751029026,397.05519392319496,0.0
25.096894798053857,49.34688153903948,298.36699964552787,0.0
26.270112818751695,39.69900992843323,347.80808669651157,0.0
20.301007255146175,49.56478934874527,542.8043322750677,0.0
23.82246910189927,38.89392674765986,505.478885309064,0.0
26.443690358839465,30.560943194683848,389.2691302706629,0.0
21.39602569031079,31.9796604969347,353.420313035138,0.0
27.502792073382686,45.38467957329106,360.8028194046435,0.0
23.59744524032478,47.07778001377186,405.2166175457375,0.0
24.833225000826893,37.76546699916473,257.9486691321435,0.0
23.593173551082412,50.108739670218995,326.8361116318989,0.0
33.40911273803575,31.70783950184832,199.82743335101696,0.0
25.946011101048263,44.47136161082147,385.9300810344751,0.0
21.769156284176397,35.31187040190035,408.24763457324667,0.0
29.290179648412757,39.785311137582724,306.5132183930563,0.0
21.11662540011591,45.379189370531314,491.65880869610294,0.0
26.835454380019023,38.11669307772838,239.6810903297893,0.0
18.161319504480897,41.9235556461614,218.20626078111619,0.0
20.687255804406277,53.050342473715524,370.2006636703975,0.0
26.787444943476494,40.38486504381481,444.2388472350939,0.0
28.953866319981643,51.685536896521135,501.5534922312082,0.0
26.68547312475988,35.962345162739055,308.7004163417954,0.0
25.53740687044704,49.23843342332226,447.0812750088166,0.0
24.795585217642845,56.5325489652632,346.5342377449364,0.0
20.08591203853029,25.226843998981686,334.46354300532624,0.0
23.120623166421165,38.624837956236185,429.5293943738005,0.0
24.15744491616085,49.61657701744432,408.70905905720775,0.0
30.22848890487566,43.37563691165606,208.12470587141755,0.0
27.374473158273844,47.96916698697047,482.8886314753306,0.0
18.947839378549062,40.16811850627344,474.20822187327065,0.0
27.296335877579182,45.6927182997832,293.6993568641424,0.0
24.459670878334734,43.75458211686336,385.62231800936684,0.0
23.292311998776164,54.342256493278455,394.4627167654465,0.0
28.44670515536347,47.03536674640971,373.4606389241516,0.0
30.123998089983804,47.70082129660162,300.4725361539122,0.0
29.725120476464795,41.70498427102026,289.55389688557534,0.0
22.643129907109447,41.09915020742005,347.7001336107699,0.0
24.76315049659514,41.539534497443036,455.5456117333428,0.0
27.325053725614257,48.155617139026376,398.9240139134989,0.0
29.902180508489437,41.6321241534379,316.64471011225044,0.0
24.08330304861884,47.3181988551713,419.45288395835104,0.0
25.25736409334473,61.60320638916351,93.63116414329323,0.0
21.574660103975887,51.96899762745354,453.3889130334893,0.0
21.215173503677317,42.39181174265727,193.42575990997102,0.0
29.250103289576792,54.609711377311555,317.3803152737181,0.0
31.42496011428329,41.73539701582759,249.22970948364707,0.0
25.711959513678664,28.69500371857717,233.47866718511847,0.0
30.014131591568095,36.935309512660766,454.4744108640667,0.0
27.446544100190536,30.033664631793155,307.90689188192977,0.0
23.419520981579502,42.18789212766953,381.1853493557644,0.0
27.445582422033656,45.14734703351641,345.77714790087344,0.0
32.15214626586388,58.41149849820226,392.93367445008096,0.0
25.856695843560193,47.6154189901133,356.91397019542296,0.0
32.258574623256024,43.247195769529085,234.53069982302873,0.0
15.521019583641023,51.635244649467914,439.6640137502426,0.0
29.287610017500896,27.31091752793692,305.5619075154819,0.0
26.348188272952687,46.884916464868525,209.9076291206224,0.0
24.80397059813653,51.16692155109573,311.4696355130679,0.0
26.36704310614201,33.171310033761266,485.06838115708797,0.0
18.04972434159643,54.15003234565543,426.51995679021434,0.0
25.121312448649952,47.707971259955315,318.6213079032927,0.0
27.428450286046985,41.67769668879359,318.5668066113414,0.0
31.911576178966065,50.06225492885028,321.05284539043555,0.0
23.92691912690541,63.16554286243517,536.9073185204757,0.0
22.76602558842725,46.454930040467964,384.3741907008398,0.0
23.992971825661854,46.98576469040269,388.70374824719624,0.0
29.661608470808297,41.325112803678046,442.7255108628658,0.0
27.315004438638738,38.20124504428166,371.49102431238623,0.0
23.880959184931847,51.64268653235396,326.68620687613674,0.0
28.053069732453423,38.15132939272906,332.32851358235195,0.0
26.388310197392162,45.57252989775514,343.5558866527342,0.0
29.874579962131556,41.17874042587907,346.64999871411425,0.0
23.19178762449059,48.831838605971136,415.4866589273282,0.0
24.68935141360893,47.66929684229559,354.67512972265695,0.0
24.431567387471368,53.30031955406319,415.93760694940215,0.0
20.145940207471526,40.919868809162026,342.7355077902276,0.0
27.184481108258304,42.84100051765303,357.07716712844814,0.0
27.044221088719556,37.169890273741544,170.1619383921103,0.0
26.020453826569845,41.445653919391106,432.4694907232233,0.0
25.061651466499413,48.018403944358816,381.1839628308193,0.0
20.338517031798343,51.05590893316281,439.8209098873687,0.0
24.317418708938565,37.622677406578994,89.33701596256799,0.0
24.62914193389292,51.95684736084528,537.9537234302654,0.0
22.790890923113523,55.845102870439604,337.43693346603436,0.0
25.354857153335963,48.307479225789606,449.7364535063765,0.0
27.616203427258153,60.014366500464526,256.40846655870223,0.0
33.54474360484212,38.80968640717141,405.1496514556313,0.0
26.698311251327357,35.042762373508666,255.19259931437097,0.0
27.030201562891058,30.770238008765773,293.86079353737756,0.0
25.70221633693533,56.968354491913466,522.2628218480107,0.0
18.324915138803835,50.23492525083246,332.8385839312988,0.0
25.893944498203133,44.55532263271636,369.5689585861751,0.0
26.240920839764104,47.23974901055856,428.3060957619879,0.0
35.852968449941145,35.996087621612986,394.61136991753443,0.0
25.23055614087551,64.56601583693461,363.53770146292186,0.0
27.20618936933445,46.03376945580182,382.84649022196027,0.0
25.861152921179027,45.875158356839144,566.3074026714447,0.0
21.32528784952187,50.806132991189536,344.8143082669773,0.0
30.571291258060082,48.84807385389371,368.09891420434707,0.0
29.007732130747097,46.79107219423305,444.5588956406851,0.0
29.164127788172188,38.6762043564375,449.49733396621855,0.0
22.362450180821043,48.77174685708797,456.8327275004342,0.0
31.611177243744397,60.05619597180027,407.4857199826266,0.0
20.392595748830878,55.76336036923982,247.12955785425646,0.0
28.34742837520108,57.74549301311518,497.0088379070986,0.0
34.76182250323991,40.91027458855052,246.82891462831807,0.0
22.037854699477247,37.08316143793135,377.237191871513,0.0
23.734809081588914,43.99370463920282,282.1151734982578,0.0
26.398605460350566,45.44579929830956,344.2275488066307,0.0
23.986097383535203,53.75353214776759,379.58861692731324,0.0
19.79734627573547,31.460282962281447,378.92214939052457,0.0
26.274251899224108,57.23640255568491,387.9728678811756,0.0
21.75078514509558,43.735936811368084,495.2340142152782,0.0
27.894369722540727,41.58495144042064,390.8180871362582,0.0
22.322303063064787,36.90316499791866,328.02590282384165,0.0
32.19973762007016,31.761146625073845,436.76784514595215,0.0
22.86698683065505,51.58536467169532,457.0523440032176,0.0
24.7117539351773,45.58654373750723,239.51529663767067,0.0
29.25406886947868,34.68031280207157,403.76600628648725,0.0
21.07654273426418,34.63936982349107,413.10554680798083,0.0
26.90983973841652,42.31372240567897,323.21928469760076,0.0
31.228571017129713,58.352172202315145,473.81361319804574,0.0
19.57006706175509,42.92326918909116,336.4949971670726,0.0
26.73853543412922,32.974856375055154,361.3018808124388,0.0
27.039531176993695,43.03405548731244,334.4235358144517,0.0
29.12729148710924,42.81821144201864,351.4021142823321,0.0
21.052197156487672,23.424906856467427,251.33524217943182,0.0
20.718173547662893,44.565641067857506,220.3954205665135,0.0
28.08776626246759,43.152523758330574,493.50545569024746,0.0
27.187938692932743,50.56965091850735,273.7734786513505,0.0
27.001971401383507,59.79164875956276,260.7746885489324,0.0
27.385792837987903,54.01252023638206,156.19488977566567,0.0
23.279901113686037,42.848890475561355,292.4934427079448,0.0
26.929014788644015,36.14779273006664,230.92191859332513,0.0
27.172289893194726,65.58687842599889,497.7813644122732,0.0
23.14259432789453,45.4737474721159,440.88353804083704,0.0
33.46309804457903,45.11143433530357,288.0664689340049,0.0
27.89533168364715,44.80699930311997,552.7192224809878,0.0
21.234786011189406,46.58467808614284,438.35889382924347,0.0
28.62621443453532,43.84511670460846,320.76517548422396,0.0
22.101273319090716,40.41070394495811,125.05348566137843,0.0
29.148338414969807,40.62512847007686,556.1848315331667,0.0
30.634382316029615,44.73797383827201,224.93847799127636,0.0
22.717270726593156,40.65260183092988,201.91411277387974,0.0
29.85350451697729,39.29723373858268,442.0313388808676,0.0
27.65112370774599,45.851441821535175,569.5777165705346,0.0
29.28824063997796,42.96018226063316,474.58455366594666,0.0
33.58717193061579,57.03194390866151,400.75182080471234,0.0
25.018447535988518,23.792241532855904,403.5278907498757,0.0
22.985055342570043,53.7320548153797,426.8074002902277,0.0
22.44194228149791,54.968681539981034,418.30357308080886,0.0
22.736758860138245,28.412878140734804,375.3072281572438,0.0
25.691593162343583,42.25849924735721,359.37809935566884,0.0
27.364607899266577,42.02847307203367,344.366618489043,0.0
27.106763197320078,33.73990644225743,282.14318700199914,0.0
29.308732996144094,38.777466499273,324.7392430819903,0.0
26.052007567511627,36.11539323627337,197.6338867224153,0.0
31.814136308629266,59.01816354738898,341.1494335884725,0.0
24.941372667048174,52.48542714517969,261.0268003564174,0.0
36.880676666358475,55.17244075995327,250.67696145058062,0.0
28.502669391060024,50.773376512345884,366.1904736038131,0.0
22.57136977433487,35.967585830262166,475.2802057710139,0.0
21.71643000775555,40.80383786976181,432.64849454020816,0.0
27.92988966097274,48.914996489823345,208.65494567391406,0.0
25.106148858696596,35.22297752886443,260.93346770866964,0.0
28.85600197636837,50.703987441379105,434.66940691893944,0.0
27.89295049829418,43.07739681473492,261.57613458155214,0.0
25.708684349372508,42.00143353960322,329.78301650026776,0.0
22.61282512772638,50.68767974562793,399.50468891220964,0.0
19.940611101256543,48.55410649188832,262.8489990622728,0.0
24.213940191731915,42.11227067344736,359.4837955531364,0.0
29.42559517729389,54.27463842691398,229.9377054573616,0.0
26.856374976520815,36.35149337920082,295.8769120443908,0.0
21.017044885152046,49.92748485555411,378.78037407282835,0.0
26.692723703404727,49.74481006374707,206.63056398214977,0.0
27.541269518915346,42.523628485488075,389.6427264164359,0.0
22.46457025519547,47.60906417793694,348.2325980965987,0.0
26.61490042378211,34.991091388917575,399.7240958975433,0.0
26.232834873784,52.392216153655205,370.15227206581955,0.0
21.428118808677507,43.520782908456084,472.77263869764596,0.0
27.43114944139313,40.81821583584768,361.27020523831163,0.0
28.243138105472937,53.392073806695116,311.3535012987272,0.0
